file_name,citation,color,morphology,polymer,size,type
q_ft_3_above500_31,SCCWRP Interlaboratory Comparison 2020-2022,Green,Sphere,PE,,visual microscopy
q_ft_3_above500_32,SCCWRP Interlaboratory Comparison 2020-2022,Green,Sphere,PE,,visual microscopy
q_ft_3_above500_33,SCCWRP Interlaboratory Comparison 2020-2022,Green,Sphere,PE,,visual microscopy
q_ft_3_above500_34,SCCWRP Interlaboratory Comparison 2020-2022,Green,Sphere,PE,,visual microscopy
q_ft_2_212-500_61,SCCWRP Interlaboratory Comparison 2020-2022,Orange,Fiber,PET,,visual microscopy
q_ft_2_212-500_62,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_63,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_64,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_65,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_66,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_67,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_68,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_69,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_70,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_71,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_72,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_73,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_2_212-500_74,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_2_212-500_75,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_2_212-500_83,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_76,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_77,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_78,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_79,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_80,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_81,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_82,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_84,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_85,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_86,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_87,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_88,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_89,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_90,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_91,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_212-500_92,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_93,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_212-500_94,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_1,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_2,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_3,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_4,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_5,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_16,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_6,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_7,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_8,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_9,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_10,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_11,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_12,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_13,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_14,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_15,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_27,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_17,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_18,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_19,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_22,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_23,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_24,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_25,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_26,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_29,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_28,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_30,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_31,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_32,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_33,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_34,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_45,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_35,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_36,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_37,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_38,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_39,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_40,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_41,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_42,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_43,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_44,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_56,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_46,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_47,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_48,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_49,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_50,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_51,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_52,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_53,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_54,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_55,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_58,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_57,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_59,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_60,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_61,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_62,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_63,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_64,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_2_20-212_65,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_71,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_66,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_67,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_68,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_69,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_70,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_72,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_73,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_74,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_75,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_76,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_77,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_78,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_2_20-212_79,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PVC or PET or PE,,visual microscopy
q_ft_3_above500_24,SCCWRP Interlaboratory Comparison 2020-2022,Clear,Sphere,PS,,visual microscopy
q_ft_2_20-212_81,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_82,SCCWRP Interlaboratory Comparison 2020-2022,Orange,Fiber,PET,,visual microscopy
q_ft_2_20-212_83,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_84,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_85,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_86,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_87,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_88,SCCWRP Interlaboratory Comparison 2020-2022,Red,Fiber,cotton,,visual microscopy
q_ft_2_20-212_89,SCCWRP Interlaboratory Comparison 2020-2022,Red,Fiber,cotton,,visual microscopy
q_ft_2_20-212_90,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_91,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_92,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_93,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_94,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_95,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_96,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_97,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_98,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_99,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_100,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_2_20-212_101,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_102,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_103,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_104,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_105,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_106,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_2_20-212_107,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_1,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_2,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_3,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_4,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_5,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_6,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_7,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_8,SCCWRP Interlaboratory Comparison 2020-2022,Blue,Fragment,PS,,visual microscopy
q_ft_3_above500_9,SCCWRP Interlaboratory Comparison 2020-2022,Blue,Fragment,PS,,visual microscopy
q_ft_3_above500_10,SCCWRP Interlaboratory Comparison 2020-2022,Blue,Fragment,PS,,visual microscopy
q_ft_3_above500_11,SCCWRP Interlaboratory Comparison 2020-2022,Blue,Fragment,PS,,visual microscopy
q_ft_3_above500_12,SCCWRP Interlaboratory Comparison 2020-2022,Blue,Fragment,PS,,visual microscopy
q_ft_3_above500_13,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_14,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_15,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_16,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_17,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_18,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_19,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_20,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_above500_21,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_25,SCCWRP Interlaboratory Comparison 2020-2022,Clear,Sphere,PS,,visual microscopy
q_ft_3_above500_26,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_35,SCCWRP Interlaboratory Comparison 2020-2022,Red,Fiber,cotton,,visual microscopy
q_ft_3_above500_36,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_3_above500_37,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose or bunny fur,,visual microscopy
q_ft_3_above500_38,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_39,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_40,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_41,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_42,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_43,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_44,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_45,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_46,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,shell,,visual microscopy
q_ft_3_above500_47,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_48,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_49,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_50,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_51,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_52,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_53,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_54,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_above500_55,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_56,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_above500_57,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_1,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_2,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_3,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_4,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_5,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_6,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_7,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_9,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_8,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_10,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_11,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_12,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_13,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_14,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_15,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_16,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_17,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_18,SCCWRP Interlaboratory Comparison 2020-2022,Blue,Fragment,PS,,visual microscopy
q_ft_3_212-500_29,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_19,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_20,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_21,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_22,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_23,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_24,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_25,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_26,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_27,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_28,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_40,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_30,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_31,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_32,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_33,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_34,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_35,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_36,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_37,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_38,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_39,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_42,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_41,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_43,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_44,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_45,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_46,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_47,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_48,SCCWRP Interlaboratory Comparison 2020-2022,White,Fiber,cellulose,,visual microscopy
q_ft_3_212-500_53,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_49,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_50,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_51,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_52,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_54,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_55,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_56,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_57,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_58,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_59,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_60,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_61,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_62,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_212-500_63,SCCWRP Interlaboratory Comparison 2020-2022,White,Sphere,PE,,visual microscopy
q_ft_3_212-500_64,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PET,,visual microscopy
q_ft_3_212-500_65,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PET,,visual microscopy
q_ft_3_212-500_66,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PET,,visual microscopy
q_ft_3_212-500_67,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PET,,visual microscopy
q_ft_3_212-500_68,SCCWRP Interlaboratory Comparison 2020-2022,White,Fragment,PS or PET,,visual microscopy
q_ft_3_212-500_70,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_71,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_72,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
q_ft_3_212-500_73,SCCWRP Interlaboratory Comparison 2020-2022,,,,,visual microscopy
