SampleID,SubsampleID,Polymer,Percentage
July_Tap.10.1007/s11356-021-13769-x,N/A,PA,N/A
July_Tap.10.1007/s11356-021-13769-x,N/A,PVC,N/A
July_Tap.10.1007/s11356-021-13769-x,N/A,PP,N/A
July_Tap.10.1007/s11356-021-13769-x,N/A,PET,N/A
July_Tap.10.1007/s11356-021-13769-x,N/A,PE,N/A
TCQS.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
TCQS.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
TCQS.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
TCQS.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
TCQS.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
TCQS.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
SHN.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
SHN.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
SHN.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
SHN.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
SHN.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
SHN.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
CHQ.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
CHQ.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
CHQ.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
CHQ.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
CHQ.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
CHQ.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
CHH.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
CHH.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
CHH.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
CHH.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
CHH.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
CHH.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
ZHB.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
ZHB.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
ZHB.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
ZHB.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
ZHB.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
ZHB.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
DAS.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
DAS.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
DAS.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
DAS.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
DAS.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
DAS.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
XHS.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
XHS.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
XHS.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
XHS.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
XHS.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
XHS.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
HNZ.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
HNZ.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
HNZ.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
HNZ.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
HNZ.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
HNZ.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
TCH.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
TCH.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
TCH.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
TCH.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
TCH.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
TCH.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
WHH.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
WHH.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
WHH.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
WHH.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
WHH.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
WHH.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
Spr.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
Spr.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
Spr.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
Spr.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
Spr.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
Spr.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
Sum.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
Sum.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
Sum.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
Sum.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
Sum.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
Sum.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
Aut.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
Aut.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
Aut.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
Aut.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
Aut.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
Aut.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
Win.10.1016/j.scitotenv.2021.148001,N/A,PET,81.8%
Win.10.1016/j.scitotenv.2021.148001,N/A,PE,4.4%
Win.10.1016/j.scitotenv.2021.148001,N/A,PP,1.7%
Win.10.1016/j.scitotenv.2021.148001,N/A,PA,1.0%
Win.10.1016/j.scitotenv.2021.148001,N/A,PS,0.7%
Win.10.1016/j.scitotenv.2021.148001,N/A,others,10.4%
,,,
,,,
,,,
,,,
,,,
,,,
